jednostka,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Powiat policki,,2015.0,1922.0,2122.0,2163.0,2629.67,2606.42,2798.63,3424.22,3090.09,3517.06,4069.58,4053.1,3681.87,4052.62,4414.9,5028.56,5294.93
Dobra (Szczecińska),,2528.0,1529.0,1747.0,1885.0,2467.81,2746.65,2755.3,2730.28,2748.77,2752.76,2917.61,3264.63,3399.34,3894.42,4291.03,5355.33,5414.47
Kołbaskowo,,2445.0,2962.0,2024.0,2195.0,2199.26,2619.31,2796.88,3133.77,3135.04,2912.59,3675.56,3877.66,3796.27,4491.89,4905.83,5278.7,6039.15
Nowe Warpno,,2179.0,1983.0,2153.0,2617.0,2305.09,2856.51,3845.39,33940.97,8072.42,21710.01,28579.0,29575.52,4744.65,6351.88,5405.43,4303.37,4430.27
Police,,1814.0,1816.0,2238.0,2217.0,2781.81,2549.55,2774.98,2580.77,3007.64,3247.28,3678.42,3432.67,3740.89,3912.77,4293.36,4809.69,5033.0
Powiat stargardzki,,1372.0,1386.0,1592.0,1719.0,1984.98,2182.88,2341.13,2533.36,2528.68,2579.76,2857.88,3012.87,3118.39,3267.0,3765.31,4137.63,4678.48
Stargard,,1286.0,1268.0,1489.0,1558.0,1794.51,1969.7,2102.17,2422.79,2330.39,2366.75,2576.71,2757.36,2928.7,3192.03,3734.26,4021.87,4789.15
Chociwel,,1467.0,1612.0,1754.0,1964.0,2181.05,2363.18,2533.08,2800.43,2848.48,2881.83,2933.36,3177.12,3083.44,3029.03,3682.87,4096.06,4263.23
Dobrzany,,1419.0,1489.0,1586.0,1764.0,2028.18,2389.47,2438.04,2668.38,2612.65,2655.36,2885.44,3245.11,3549.21,3553.0,3578.66,4088.97,4185.53
Dolice,,1436.0,1440.0,1734.0,2149.0,2288.2,2389.34,2543.28,2741.71,2856.73,2684.17,3188.08,3381.12,3418.62,3316.74,3735.27,3922.13,4391.99
Ińsko,,1578.0,1714.0,1702.0,1971.0,2071.93,2373.5,2800.38,2674.43,2610.83,2656.66,2612.43,3014.42,3308.53,3188.2,3625.26,3988.61,4338.55
Kobylanka,,2369.0,2584.0,2758.0,2695.0,4234.06,5066.48,4035.02,3492.24,3422.89,4132.05,4309.31,4170.43,3961.68,4340.19,4365.05,4757.53,5549.11
Marianowo,,1425.0,1950.0,2065.0,2059.0,2119.68,2411.01,2707.52,2697.63,2672.79,3176.48,3222.93,3303.57,3444.47,3469.74,4019.03,4173.24,4429.71
Stara Dąbrowa,,1521.0,1666.0,1874.0,2109.0,2286.6,2489.31,3051.99,2961.62,4025.87,3563.64,4429.09,3738.35,4750.23,4249.78,4723.32,5214.78,5573.47
Stargard,,1394.0,1199.0,1396.0,1642.0,1866.33,2008.99,2367.33,2258.1,2249.85,2281.29,2678.08,3037.6,2620.09,2678.3,3465.23,4079.99,4034.76
Suchań,,1359.0,1442.0,1703.0,1766.0,2188.14,2164.5,2627.03,2635.57,3002.78,3182.22,4149.28,3721.22,3826.81,3894.84,3909.36,5047.89,5144.83
Powiat m.Świnoujście,,2522.0,2798.0,2908.0,3426.0,4004.22,4661.32,4850.81,4221.3,4494.52,5304.7,5195.37,5195.3,5929.33,5884.2,8043.11,8082.01,9170.99
Świnoujście,,2522.0,2798.0,2908.0,3426.0,4004.22,4661.32,4850.81,4221.3,4494.52,5304.7,5195.37,5195.3,5929.33,5884.2,8043.11,8082.01,9170.99
DOLNOŚLĄSKIE,,1720.0,1729.0,1983.0,2255.0,2581.48,2884.47,2966.81,3049.71,3382.19,3615.76,3773.96,3897.51,4023.3,4147.11,4596.37,4943.64,5422.74
Powiat bolesławiecki,,1501.0,1693.0,2154.0,1972.0,2220.52,2765.87,2648.29,2717.96,2790.55,3031.79,2899.71,3190.81,3444.66,3412.8,3948.14,4373.25,4769.29
Bolesławiec,,1450.0,1668.0,1577.0,1940.0,2324.54,2724.36,2708.51,2756.5,2971.53,3291.1,2989.65,3278.21,3678.17,3653.29,3905.44,4213.61,4597.48
Bolesławiec,,1406.0,1803.0,1594.0,1725.0,1732.22,2114.15,2275.02,2128.26,2246.84,2389.07,2421.83,2889.72,2869.95,3179.2,3564.29,4378.32,4369.31
Gromadka,,1352.0,1497.0,1654.0,1830.0,2944.24,2453.07,2583.24,2654.05,3148.38,3226.51,3318.42,4120.8,4546.26,3595.3,4629.59,5003.18,8324.14
Nowogrodziec,,1288.0,1387.0,1525.0,1647.0,1806.47,2395.08,2675.26,2721.55,2395.19,2471.2,2476.03,2509.74,2573.55,2605.0,3839.13,4390.48,4344.64
Osiecznica,,1618.0,1821.0,8135.0,3124.0,2646.77,5485.07,2981.41,3363.13,3410.54,4044.65,3677.45,3723.11,4079.94,4108.96,4682.74,4948.35,5347.95
Warta Bolesławiecka,,2371.0,2277.0,2265.0,2198.0,2332.91,2502.46,2634.87,2933.19,2712.97,2802.0,3059.05,3425.05,3595.22,3396.87,3900.47,4166.38,4268.9
Powiat jaworski,,1277.0,1326.0,1480.0,1696.0,1899.84,2035.43,2214.72,2377.23,2554.99,2796.34,2751.08,2975.39,3065.38,3302.43,3588.02,3994.22,4794.58
Jawor,,1248.0,1318.0,1396.0,1721.0,1868.21,2007.71,2119.53,2185.77,2416.85,2527.25,2506.86,2726.82,2808.27,3033.8,3428.55,3722.12,4387.59
Bolków,,1214.0,1265.0,1399.0,1471.0,1606.74,1857.69,2022.82,2077.63,2339.52,2955.7,2519.1,2729.71,3061.87,2846.15,3368.73,3847.05,4824.9
Męcinka,,1424.0,1464.0,1676.0,1963.0,2627.2,2584.95,2632.79,3352.72,3370.68,3606.23,3635.88,3475.76,3531.51,3718.54,3767.54,4603.68,5642.75
Mściwojów,,1279.0,1291.0,1560.0,1715.0,1901.22,2112.93,2348.53,2487.81,3122.44,3188.77,3361.94,4001.28,3903.2,5335.67,4020.65,4481.32,4966.15
Paszowice,,1100.0,1291.0,1652.0,1767.0,2037.65,1994.95,2560.44,2451.53,2401.72,2736.79,2689.55,3393.82,3274.38,3519.63,3810.07,3912.17,4246.18
Wądroże Wielkie,,1617.0,1447.0,1729.0,1749.0,1902.86,2002.88,2350.57,2988.03,2550.48,2636.08,3178.75,3032.46,2947.03,3273.98,4221.03,4800.07,6393.55
Powiat jeleniogórski,,1447.0,1590.0,1621.0,2015.0,2321.35,2345.82,2520.36,2589.55,3009.12,3251.0,3369.81,3473.14,3581.21,3739.15,4068.67,4537.29,5107.55
Karpacz,,2140.0,2857.0,2439.0,3976.0,5975.23,4517.96,5082.63,4261.64,6579.56,5476.75,6973.81,7293.56,6591.94,6784.95,6927.36,7553.17,10242.78
Kowary,,1119.0,1163.0,1330.0,1454.0,1609.43,1882.48,2004.18,2130.31,2055.8,2237.3,2510.25,2530.65,2848.32,2873.44,3542.9,3612.81,3868.31
Piechowice,,1410.0,1976.0,1618.0,1544.0,2251.89,2088.32,2221.55,2395.76,2651.44,2435.8,2662.43,2956.79,3069.12,3244.48,3659.76,3996.32,4583.31
Szklarska Poręba,,1840.0,2184.0,2105.0,2403.0,3010.94,2827.56,2964.58,3258.86,3880.59,3953.48,4263.4,4805.16,4864.68,5678.17,5371.72,6185.94,6748.43
Janowice Wielkie,,1487.0,1489.0,1641.0,2003.0,1957.3,2126.73,2309.3,2561.78,2187.84,3383.93,3621.45,3567.12,3235.82,3285.75,3448.43,3660.99,4427.37
Jeżów Sudecki,,1151.0,1253.0,1392.0,1598.0,1870.78,1927.04,2252.81,2502.17,2329.43,2412.14,2480.45,3111.4,3462.03,3434.16,3730.66,4232.3,4819.27
Mysłakowice,,1474.0,1316.0,1492.0,1784.0,1751.14,2089.5,2259.87,2276.72,3053.88,3045.47,3052.29,2982.81,3001.48,3284.53,3743.63,4128.46,4259.93
Podgórzyn,,1446.0,1380.0,1510.0,2473.0,2038.07,2251.72,2290.54,2402.96,2578.47,2745.64,2819.23,2883.09,2975.5,2920.3,3460.36,4206.76,4741.75
Stara Kamienica,,1242.0,1260.0,1474.0,1702.0,1877.3,2294.13,2341.34,2378.19,3109.67,5576.43,3982.2,3104.88,3834.08,3851.51,3970.18,4816.53,4888.99
Powiat kamiennogórski,,1204.0,1326.0,1570.0,1631.0,1787.2,2069.27,2272.5,2222.87,2548.06,2842.38,2603.35,2912.17,2987.54,3086.67,3529.82,3951.15,4267.89
Kamienna Góra,,1125.0,1276.0,1545.0,1567.0,1770.83,2099.35,2230.76,2104.04,2298.63,2547.33,2490.32,2811.83,2808.52,2895.44,3416.51,3701.87,3950.43
Kamienna Góra,,1483.0,1382.0,1582.0,1769.0,1850.65,2160.02,2457.55,2628.04,2900.65,2853.4,3061.09,3050.11,3211.31,3254.89,3994.86,4342.48,4860.61
Lubawka,,1060.0,1358.0,1443.0,1533.0,1677.2,1881.77,2087.47,2034.25,2528.24,2608.26,2274.11,2981.61,3006.47,3180.91,3230.48,3777.85,4082.07
Marciszów,,1419.0,1380.0,1977.0,1914.0,2014.68,2227.27,2570.75,2450.1,3039.0,4692.0,3025.64,2910.04,3275.61,3348.07,3823.25,4658.25,4881.21
Powiat lubański,,1259.0,1457.0,1574.0,1832.0,2303.24,2340.98,2464.73,2578.95,2986.81,3064.84,3412.13,3544.26,3566.78,3535.62,3824.75,4012.2,4847.46
Lubań,,1073.0,1278.0,1415.0,1666.0,1965.39,2073.02,2281.32,2331.74,2592.76,2627.07,2619.18,2655.6,2773.75,2821.37,3332.25,3518.31,3747.89
Świeradów-Zdrój,,2110.0,2492.0,2124.0,2307.0,3674.54,4750.06,3559.52,3938.51,4923.08,5332.57,6046.39,5811.68,7203.7,7434.18,7517.16,6934.36,15897.63
Leśna,,1223.0,1293.0,1497.0,1768.0,2038.54,2183.14,2519.64,2457.65,3174.18,2924.77,2778.45,3671.9,3471.16,3427.63,3619.2,3972.14,3997.37
Lubań,,1193.0,1272.0,1485.0,1836.0,2119.57,2067.27,2206.08,2648.32,3079.77,3127.42,3777.66,2970.59,3166.99,3537.01,3741.1,4029.58,4280.26
Olszyna,,1216.0,1432.0,1666.0,,,,,,,,,,,,,,
Olszyna,,,,,1805.0,3280.39,2200.66,2396.64,2627.73,2940.86,3108.41,5042.87,5773.4,4624.95,3780.72,3624.95,3834.88,3945.74
Platerówka,,1515.0,1517.0,1761.0,1991.0,2152.51,2338.74,2341.74,2377.91,2648.03,2908.65,3435.97,2743.99,3271.19,3506.14,3951.62,4259.14,4395.92
Siekierczyn,,1476.0,1965.0,1911.0,2296.0,2039.21,2202.86,2651.41,2605.52,2622.27,3201.04,3265.39,3252.58,3284.12,3171.49,3532.1,3845.92,3994.78
Powiat lwówecki,,1264.0,1526.0,1611.0,1818.0,2226.03,2171.55,2333.19,2382.73,2593.84,2842.7,2738.03,3084.75,3249.58,3129.51,3431.63,3889.94,4641.73
Gryfów Śląski,,1303.0,1439.0,1762.0,1445.0,1584.14,1853.1,2212.35,2163.43,2282.96,2436.92,2581.42,2550.74,2964.62,2848.65,3199.69,3527.59,3830.58
Lubomierz,,1296.0,1337.0,1451.0,2160.0,3514.4,2101.24,2478.36,2915.66,3294.66,3499.72,3226.17,3603.78,3691.52,3628.77,3996.52,4254.12,4622.35
Lwówek Śląski,,1169.0,1276.0,1487.0,1819.0,2206.31,2248.57,2116.13,2145.67,2275.47,2509.75,2544.45,3014.69,3083.72,3051.03,3250.53,3621.83,4333.09
Mirsk,,1276.0,2216.0,1756.0,1883.0,2330.8,2411.7,2532.71,2520.21,3123.33,3395.35,3072.9,3606.27,3588.68,3085.81,3675.3,4598.81,6171.33
Wleń,,1478.0,1592.0,1680.0,2084.0,1875.2,2191.66,2874.88,2830.15,2552.57,3094.45,2523.17,2816.38,3265.78,3468.52,3397.21,3849.62,4674.02
Powiat zgorzelecki,,1902.0,2046.0,2239.0,2341.0,2603.19,2864.2,2917.27,3008.46,3712.68,4033.62,3626.93,3984.52,4188.51,4016.23,4337.23,4548.79,4919.07
Zawidów,,1474.0,1545.0,1965.0,2682.0,2375.31,2390.31,2489.67,2045.86,2705.03,3205.52,2469.72,2729.11,2831.21,3269.04,3639.31,3475.93,3842.88
Zgorzelec,,1232.0,1614.0,1382.0,1588.0,1782.66,2147.81,2107.05,2184.72,2066.97,2345.07,2849.57,3207.29,3388.7,3020.23,3232.38,3427.94,4161.55
Bogatynia,,3605.0,3525.0,3728.0,3915.0,4229.63,4530.95,4659.59,5042.76,7103.25,7911.6,5682.8,6162.75,6352.52,6160.84,6415.08,6635.71,6599.34
Pieńsk,,1217.0,1370.0,2644.0,1845.0,2102.13,2187.89,2200.12,2047.99,2228.63,2398.91,2708.15,2901.01,3275.69,2916.25,3341.36,4005.06,4541.73
Sulików,,1301.0,1352.0,1639.0,1742.0,2117.34,2776.07,2982.22,2571.29,3211.28,3188.01,3244.48,3408.34,3566.76,3594.83,3986.99,4141.22,4561.29
Węgliniec,,1225.0,1291.0,1612.0,1761.0,1965.0,2349.93,2326.5,2336.72,2424.27,2644.42,2788.95,3018.87,3110.17,3453.71,3856.44,3873.94,4334.12
Zgorzelec,,1508.0,1533.0,1878.0,1931.0,2621.66,2223.98,2399.71,2660.78,3902.78,3369.33,3325.52,3860.21,4235.28,4078.75,4751.78,4920.81,4810.56
Powiat złotoryjski,,1344.0,1385.0,1594.0,1760.0,1975.94,2395.36,2489.25,2706.59,2891.06,3045.2,3042.46,3387.11,3468.78,3391.31,3805.98,4130.96,4620.25
Wojcieszów,,1273.0,1302.0,1687.0,1962.0,2067.77,1899.5,2468.84,2563.11,3757.41,4063.64,3582.29,4464.58,4214.28,3771.63,4051.88,4497.56,5106.69
Złotoryja,,1360.0,1309.0,1507.0,1699.0,1892.46,2180.66,2406.09,2619.41,2652.33,2957.79,2629.34,2898.19,3097.8,3023.37,3424.68,3903.18,4012.26
Pielgrzymka,,1235.0,1257.0,1669.0,1763.0,1975.09,2202.73,2584.23,2727.74,3752.89,3031.9,3715.24,4036.98,4156.37,3687.61,4164.68,4654.31,5241.47
Świerzawa,,1244.0,1338.0,1494.0,1800.0,2142.11,2848.18,2366.69,3044.4,2537.52,2652.13,2959.55,3187.33,3561.5,3519.15,3706.39,3967.39,5543.31
Zagrodno,,1273.0,1419.0,1588.0,1661.0,1670.83,2315.48,2796.59,2528.11,2504.84,2914.86,3281.73,3812.06,3258.52,3390.79,3885.8,4293.27,4392.16
Złotoryja,,1591.0,1730.0,1814.0,1826.0,2182.1,2868.51,2522.62,2747.93,3094.13,3231.36,3162.73,3385.28,3518.72,3684.13,4341.49,4159.48,4494.29
Powiat m.Jelenia Góra,,2186.0,2035.0,2326.0,2582.0,2889.53,3561.37,3405.81,3282.12,3713.45,4065.28,4484.84,4497.7,4447.15,4298.07,4752.5,5116.88,5640.82
Jelenia Góra,,2186.0,2035.0,2326.0,2582.0,2889.53,3561.37,3405.81,3282.12,3713.45,4065.28,4484.84,4497.7,4447.15,4298.07,4752.5,5116.88,5640.82
Powiat głogowski,,2009.0,1704.0,1798.0,1968.0,2321.42,2633.52,2924.21,2835.2,3071.08,3259.18,3446.14,3485.87,3773.43,3940.38,4355.76,4700.14,5173.06
Głogów,,1980.0,1569.0,1683.0,1884.0,2213.37,2588.37,2862.28,2757.11,2913.78,3033.24,3345.87,3290.62,3552.49,3611.93,4086.6,4338.89,4760.47
Głogów,,1807.0,1688.0,2344.0,2145.0,2282.41,2273.24,2808.15,2710.41,3147.09,2695.41,3069.49,3025.23,3531.55,4200.02,4252.22,4670.6,5454.54
Jerzmanowa,,3450.0,3628.0,3403.0,3829.0,4614.79,4620.83,4198.75,4594.88,5298.54,5768.73,6089.57,7081.2,7546.48,7682.13,8154.34,9220.37,9783.87
Kotla,,2176.0,2405.0,1797.0,1910.0,2078.81,2316.1,2577.85,2752.78,2764.95,3578.14,3064.26,3350.11,3484.78,4222.99,4222.67,4910.24,5308.13
Pęcław,,1623.0,2038.0,1716.0,2027.0,2229.96,2407.82,3570.86,3339.06,4148.2,5014.08,3823.64,3660.04,4065.92,4867.08,3945.74,4906.38,4791.21
Żukowice,,1776.0,1811.0,1957.0,1762.0,2738.58,2709.93,2991.25,2426.89,3119.37,4121.5,3020.59,3596.58,3727.55,3885.5,5035.65,5062.12,6186.87
Powiat górowski,,1215.0,1329.0,1583.0,1755.0,1977.19,2116.58,2483.07,2586.16,2845.46,2928.97,3018.46,3251.0,3395.99,3398.47,4053.1,4579.13,4773.56
Góra,,1145.0,1275.0,1582.0,1757.0,1926.38,1983.96,2291.74,2531.38,2545.8,2874.18,2926.94,3313.7,3456.65,3335.64,4032.91,4553.53,4776.46
Jemielno,,1622.0,1615.0,1814.0,1891.0,2327.79,2704.33,2955.04,2968.22,3435.67,3361.58,3601.13,3537.13,3784.17,3461.26,3986.05,4527.96,4948.9
Niechlów,,1297.0,1374.0,1534.0,1698.0,1976.1,2321.13,2517.08,2474.28,2832.66,2703.14,2892.65,2975.3,3120.78,3461.25,4114.0,5080.8,4756.76
Wąsosz,,1180.0,1327.0,1525.0,1732.0,1974.6,2100.77,2798.05,2656.5,3443.56,3053.88,3111.79,3146.36,3250.96,3502.73,4096.01,4326.89,4703.71
Powiat legnicki,,1446.0,1546.0,1673.0,1888.0,2200.69,2356.35,2469.67,2625.65,2777.34,2730.43,2915.42,3052.22,3387.07,3448.41,4038.73,4391.71,4624.2
Chojnów,,1296.0,1405.0,1567.0,1638.0,1828.84,1984.82,2296.58,2366.55,2325.16,2476.47,2582.05,2696.7,3151.67,3175.01,3855.02,3776.13,4300.02
Chojnów,,1204.0,1262.0,1343.0,1691.0,2250.02,2086.67,2498.36,2711.16,2579.07,2380.6,2553.61,2662.28,2960.25,3145.29,3876.68,4095.92,4568.16
Krotoszyce,,1622.0,1786.0,2148.0,2571.0,2250.08,2359.91,3045.46,2802.26,2817.31,3345.72,3325.27,3826.64,4142.54,4357.36,4285.78,4958.15,4561.17
Kunice,,1999.0,2299.0,2404.0,2571.0,2774.97,2795.35,2816.74,3066.73,2846.97,2881.0,3222.3,3228.69,3454.74,3574.83,4137.27,4746.73,4901.64
Legnickie Pole,,1985.0,1963.0,1816.0,1964.0,3046.66,3251.04,2584.81,3238.67,4300.57,3273.63,3690.62,4436.44,4068.0,4172.25,4810.98,5883.92,5661.84
Miłkowice,,1134.0,1392.0,1454.0,1759.0,2066.18,2852.67,2401.04,2330.18,2400.73,2654.29,2576.64,2657.79,3426.75,3268.29,3842.1,4120.2,4250.37
Prochowice,,1528.0,1492.0,1664.0,1957.0,2048.8,2177.12,2327.61,2413.39,3174.42,2779.06,3156.27,3034.96,3377.86,3465.46,3855.6,4479.71,4716.87
Ruja,,1415.0,1414.0,1802.0,1856.0,2056.65,2193.11,2345.8,2763.89,2568.89,3256.6,3395.62,3282.81,3670.12,3526.65,4515.54,4497.88,4471.48
Powiat lubiński,,1657.0,1847.0,1866.0,2292.0,2514.87,2760.83,2995.11,2937.22,3007.33,3348.06,3932.8,3855.17,3983.59,4205.11,4616.45,4940.59,5585.94
Lubin,,1468.0,1701.0,1564.0,2191.0,2196.93,2506.99,2754.71,2792.44,2803.77,3325.39,3877.71,3745.64,3903.65,4024.21,4421.32,4734.66,5297.57
Lubin,,2551.0,1964.0,3016.0,2766.0,4155.37,3967.29,3838.44,3175.51,3400.54,3282.42,3449.72,3837.28,3985.36,4404.77,4870.29,5374.6,5864.67
Rudna,,2969.0,4132.0,3959.0,3305.0,4162.35,4323.38,4853.59,5116.01,5391.2,4895.67,7070.42,6554.96,6409.2,6561.86,6981.35,6833.41,7754.97
Ścinawa,,1334.0,1281.0,1544.0,1857.0,1955.89,2188.92,2472.09,2168.3,2288.61,2482.44,2705.98,2686.38,2748.89,3442.24,3842.8,4315.32,5565.45
Powiat polkowicki,,2325.0,2150.0,2649.0,2968.0,4341.44,4235.64,4637.8,4753.03,5114.37,5228.31,6548.51,5840.32,6067.86,5647.88,5965.95,6743.71,6876.36
Chocianów,,1197.0,1292.0,1412.0,1622.0,1846.66,2172.18,2725.11,2364.48,2152.93,2216.26,2471.63,2632.95,2852.88,3116.41,3458.54,3674.43,3796.09
Gaworzyce,,1286.0,1468.0,1709.0,2163.0,2050.53,2490.74,2490.46,2737.25,2872.11,3037.55,2932.08,3190.45,3421.06,4953.25,4126.16,4596.44,5437.26
Grębocice,,1755.0,2438.0,2664.0,2424.0,2716.98,2992.82,3832.49,6877.17,5320.2,5547.95,5922.76,5405.86,6008.98,5550.5,7440.78,8671.73,9107.38
Polkowice,,3602.0,2912.0,3900.0,4375.0,7412.58,6707.53,7045.23,6748.32,7384.73,7835.43,10381.02,9010.54,9095.85,7968.39,7922.42,9095.77,9018.66
Przemków,,1438.0,1572.0,1534.0,1821.0,1785.7,2200.94,2491.73,2489.58,3504.02,3077.4,4389.53,2988.58,3326.27,2849.0,3666.12,3678.11,3891.05
Radwanice,,1572.0,1667.0,1883.0,2203.0,2480.37,2746.03,3103.12,3614.66,4940.35,4067.09,3499.8,4457.85,4864.94,5047.05,5537.33,6618.93,6752.15
Powiat m.Legnica,,2230.0,2069.0,2280.0,2547.0,2877.12,3061.93,3207.36,3321.26,3352.08,3597.14,3920.2,4004.8,4177.94,4481.12,4775.36,5397.4,5470.2
Legnica,,2230.0,2069.0,2280.0,2547.0,2877.12,3061.93,3207.36,3321.26,3352.08,3597.14,3920.2,4004.8,4177.94,4481.12,4775.36,5397.4,5470.2
Powiat dzierżoniowski,,1154.0,1244.0,1402.0,1561.0,1697.99,2034.38,2138.69,2299.53,2501.48,2555.24,2691.46,2827.43,3039.46,3159.82,3436.32,3656.41,4145.74
Bielawa,,1205.0,1289.0,1418.0,1504.0,1685.34,1926.29,2077.59,2132.58,2591.17,2839.54,2861.25,3151.42,3533.39,3783.89,3835.84,4074.18,4192.64
Dzierżoniów,,1072.0,1187.0,1399.0,1608.0,1780.51,2359.44,2218.58,2427.2,2564.86,2506.9,2923.98,2709.81,2760.35,2767.18,3363.21,3533.12,4065.66
Pieszyce,,1053.0,1050.0,1181.0,1289.0,1471.05,1604.14,1815.63,2022.02,2117.29,1999.57,1971.24,2292.13,2694.28,2919.24,,,
Pieszyce,,,,,,,,,,,,,,,,2986.24,3191.99,4289.16
Piława Górna,,1118.0,1187.0,1347.0,1692.0,1695.09,1846.9,2063.82,2293.64,2540.19,2475.61,2115.97,2353.37,2639.16,2555.23,3229.4,3428.32,4163.07
Dzierżoniów,,1249.0,1251.0,1440.0,1513.0,1490.77,1791.48,2147.71,2205.22,2562.46,2507.1,2656.73,2672.96,3079.99,3349.57,3282.97,3538.57,4390.77
Łagiewniki,,1310.0,1366.0,1464.0,1696.0,1802.74,1959.67,2038.61,2231.15,2158.34,2454.88,2583.24,3490.25,3202.78,3325.56,3380.65,3662.33,4204.41
Niemcza,,1221.0,1558.0,1609.0,1781.0,1845.88,2083.36,2704.45,3116.44,2570.61,2527.94,2452.14,2604.07,2797.26,2714.61,3052.73,3386.71,3624.49
Powiat kłodzki,,1460.0,1399.0,1527.0,1721.0,1893.21,2296.09,2369.51,2485.66,2776.66,2951.64,2814.11,2960.72,3167.92,3234.26,3741.54,4016.94,4566.29
Duszniki-Zdrój,,1909.0,1814.0,2115.0,2295.0,2736.38,2671.65,2833.02,2986.34,3162.84,3995.66,3705.94,3533.06,3747.1,4604.79,6319.07,5152.55,4721.49
Kłodzko,,1496.0,1324.0,1501.0,1644.0,1895.28,2059.14,2391.5,2374.61,2648.34,2939.71,2963.25,2776.53,3085.9,2955.7,3458.34,3686.28,4318.37
Kudowa-Zdrój,,1750.0,1607.0,1494.0,2096.0,2143.42,2342.22,2412.49,2324.6,3021.13,2942.33,3016.09,3095.88,3489.41,3438.5,3789.83,3983.47,4225.99
Nowa Ruda,,1234.0,1113.0,1245.0,1367.0,1516.87,2361.03,2037.24,2061.88,2231.9,2478.16,2190.75,2194.05,2891.87,2903.79,3209.42,3769.56,4344.72
Polanica-Zdrój,,1957.0,2059.0,2180.0,2650.0,2127.42,3224.21,2545.15,2424.03,4357.73,3674.89,3441.99,4286.61,3617.02,3745.75,4187.87,4584.85,5091.92
Bystrzyca Kłodzka,,1436.0,1285.0,1490.0,1573.0,1664.22,2081.27,2329.83,2303.92,2354.03,2876.07,2613.98,3681.97,3347.99,3176.39,3533.68,3867.54,4806.75
Kłodzko,,1426.0,1442.0,1457.0,1614.0,1729.59,2136.2,2188.47,2909.12,2933.92,2725.86,2686.14,2770.73,2796.76,3019.93,3468.65,3993.3,4070.82
Lądek-Zdrój,,1215.0,1301.0,1585.0,1748.0,2113.06,2629.52,2550.67,3356.92,2814.76,2786.41,2863.01,2816.85,3063.69,3130.82,3711.76,3995.53,4739.18
Lewin Kłodzki,,1808.0,1703.0,1901.0,2115.0,3032.17,3100.67,3026.7,3160.46,4368.64,4038.32,3901.61,3788.79,4648.31,4986.63,4433.6,4718.81,8897.97
Międzylesie,,1554.0,1399.0,1519.0,1739.0,2125.64,2223.56,2292.87,2519.77,2630.53,2771.63,2808.66,2848.81,3044.54,3234.79,3554.7,3844.21,4129.01
Nowa Ruda,,1290.0,1329.0,1497.0,1631.0,1756.45,2416.5,2578.36,2206.93,2388.1,2798.1,2728.12,2650.04,3030.81,3263.06,3675.99,4487.01,5092.23
Radków,,1375.0,1297.0,1600.0,2002.0,2450.01,2316.61,2760.54,3333.9,3533.77,3392.53,3634.97,3736.89,3764.97,4264.12,4433.36,4637.19,5253.85
Stronie Śląskie,,1826.0,2033.0,1670.0,1692.0,1944.13,2182.96,2377.93,2363.05,3072.63,4013.61,3070.4,2927.59,3171.97,3156.17,5112.2,3808.88,4090.6
Szczytna,,1139.0,1259.0,1486.0,1718.0,1643.18,2103.41,2209.63,2025.55,2796.91,2556.26,2095.94,2471.79,2837.49,2735.89,3369.28,3965.26,4498.31
Powiat świdnicki,,1341.0,1369.0,1527.0,1745.0,2058.32,2196.39,2302.58,2276.74,2480.46,2659.41,2792.07,2916.0,3112.49,3257.88,3639.89,4134.54,4744.32
Świdnica,,1482.0,1301.0,1487.0,1817.0,2185.46,2343.73,2302.69,2065.91,2250.16,2528.02,2606.9,2888.38,3083.94,3226.87,3564.82,4161.73,4803.7
Świebodzice,,1151.0,1238.0,1356.0,1645.0,1953.71,2026.43,2424.3,2424.56,2404.18,2663.24,3017.65,2824.13,3029.02,3156.63,3428.5,3991.88,4173.16
Dobromierz,,1553.0,1425.0,1629.0,1712.0,1848.53,1936.11,2312.95,2454.94,2769.55,3434.15,3447.93,3696.02,3449.77,3627.13,4511.64,4270.9,5368.44
Jaworzyna Śląska,,1106.0,1253.0,1403.0,1484.0,1594.47,1699.33,2007.6,1897.37,2012.02,2341.62,2351.07,2527.56,2723.43,2819.23,3236.56,3862.95,4845.71
Marcinowice,,1132.0,1282.0,1490.0,1573.0,2096.25,2298.84,2383.47,2590.32,2773.11,3155.76,3224.54,3344.02,3406.94,3125.35,3743.17,4110.78,4126.79
Strzegom,,1364.0,1595.0,1623.0,1772.0,2122.69,2290.59,2218.64,2393.78,2667.88,2782.35,2879.58,2967.26,3222.83,3471.51,3812.05,4151.39,4919.43
Świdnica,,1265.0,1377.0,1673.0,1691.0,2206.11,2169.13,2465.7,2628.73,3380.54,2886.33,3060.29,2800.51,3128.25,3165.76,3643.25,4309.39,4901.58
Żarów,,1262.0,1564.0,1727.0,1914.0,1772.39,2100.38,2253.9,2400.83,2278.45,2396.2,2578.17,3030.88,3171.2,3537.69,3918.54,4173.53,4908.13
Powiat wałbrzyski,,1581.0,1624.0,1741.0,1850.0,2033.21,2416.06,2459.15,2586.69,2695.47,2763.79,3024.77,3185.76,3296.02,3604.07,3781.44,4132.58,4590.12
Boguszów-Gorce,,1375.0,1552.0,1606.0,1768.0,2002.17,2126.65,2322.76,2400.46,2485.26,2414.02,2867.79,3062.8,3030.24,3252.83,3721.97,3899.13,4217.66
